is_preflop,num_opponents,equity,pot_odds,stack_pot_ratio,bet_raise_available,check_call_available,action
0.0,1.0,0.78,0.0,21.77777777777778,1.0,1.0,1.0
0.0,1.0,0.385,0.0,21.77777777777778,1.0,1.0,1.0
0.0,1.0,0.7424999999999999,0.15384615384615385,17.636363636363637,1.0,1.0,4.0
0.0,1.0,0.52,0.0,14.923076923076923,1.0,1.0,1.0
1.0,4.0,0.248,0.375,26.066666666666666,1.0,1.0,4.0
1.0,1.0,0.78,0.3,27.857142857142858,1.0,1.0,4.0
1.0,1.0,0.58,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.725,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.485,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.65,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.8624999999999999,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.66,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.86,0.2916666666666667,11.058823529411764,1.0,1.0,4.0
0.0,1.0,0.63,0.0,7.833333333333333,1.0,1.0,1.0
1.0,1.0,0.33,0.0,49.5,1.0,1.0,1.0
1.0,1.0,0.6375,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.4475,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.525,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.185,0.25,32.666666666666664,1.0,1.0,4.0
0.0,1.0,0.4625,0.0,24.5,1.0,1.0,1.0
0.0,1.0,0.035,0.0,24.5,1.0,1.0,1.0
0.0,1.0,0.3475,0.0,24.5,1.0,1.0,1.0
1.0,4.0,0.271,0.375,26.066666666666666,1.0,1.0,4.0
1.0,1.0,0.39249999999999996,0.0,19.55,1.0,1.0,1.0
0.0,1.0,0.1875,0.0,19.55,1.0,1.0,1.0
0.0,1.0,0.8925,0.2727272727272727,11.84375,1.0,1.0,4.0
1.0,5.0,0.2525,0.375,26.066666666666666,1.0,1.0,4.0
1.0,2.0,0.32,0.18518518518518517,17.772727272727273,1.0,1.0,2.0
0.0,1.0,0.42500000000000004,0.0,17.772727272727273,1.0,1.0,1.0
0.0,1.0,0.8150000000000001,0.25,11.515151515151516,1.0,1.0,4.0
1.0,3.0,0.30124999999999996,0.375,26.066666666666666,1.0,1.0,4.0
1.0,1.0,0.5425,0.0,19.55,1.0,1.0,1.0
0.0,1.0,0.61,0.0,19.55,1.0,1.0,1.0
0.0,1.0,0.72,0.1875,14.807692307692308,1.0,1.0,4.0
0.0,1.0,0.615,0.0,12.03125,1.0,1.0,1.0
0.0,1.0,0.935,0.0,12.03125,1.0,1.0,1.0
0.0,1.0,0.7274999999999999,0.2777777777777778,7.019230769230769,1.0,1.0,4.0
0.0,1.0,0.92,0.0,5.069444444444445,1.0,1.0,1.0
0.0,1.0,0.96,0.0,5.069444444444445,1.0,1.0,1.0
0.0,1.0,0.66,0.0,5.069444444444445,1.0,1.0,1.0
1.0,3.0,0.40875,0.375,26.066666666666666,1.0,1.0,4.0
1.0,3.0,0.36374999999999996,0.3835616438356164,8.222222222222221,1.0,1.0,4.0
1.0,5.0,0.48083333333333333,0.375,26.066666666666666,1.0,1.0,4.0
1.0,1.0,0.6224999999999999,0.3,27.857142857142858,1.0,1.0,4.0
1.0,1.0,0.595,0.0,19.5,1.0,1.0,1.0
0.0,1.0,0.6925,0.14285714285714285,16.083333333333332,1.0,1.0,4.0
0.0,1.0,0.5750000000000001,0.0,13.785714285714286,1.0,1.0,1.0
0.0,1.0,0.6425,0.0,13.785714285714286,1.0,1.0,1.0
0.0,1.0,0.535,0.0,13.785714285714286,1.0,1.0,1.0
0.0,1.0,0.5225,0.0,13.785714285714286,1.0,1.0,1.0
0.0,1.0,0.43500000000000005,0.0,13.785714285714286,1.0,1.0,1.0
1.0,1.0,0.5425,0.0,49.5,1.0,1.0,1.0
1.0,1.0,0.495,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.42000000000000004,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.74,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.3275,0.0,49.5,1.0,1.0,1.0
0.0,1.0,0.81,0.3,27.857142857142858,1.0,1.0,4.0
1.0,1.0,0.41500000000000004,0.3333333333333333,24.25,1.0,1.0,4.0
1.0,2.0,0.43833333333333335,0.3181818181818182,26.066666666666666,1.0,1.0,4.0
1.0,5.0,0.55,0.375,26.066666666666666,1.0,1.0,4.0
1.0,2.0,0.365,0.3181818181818182,26.066666666666666,1.0,1.0,4.0
1.0,2.0,0.38166666666666665,0.3333333333333333,24.375,1.0,1.0,4.0
1.0,4.0,0.293,0.375,26.066666666666666,1.0,1.0,4.0
1.0,1.0,0.5974999999999999,0.0,19.55,1.0,1.0,1.0
0.0,1.0,0.57,0.0,19.55,1.0,1.0,1.0
0.0,1.0,0.8624999999999999,0.25,12.7,1.0,1.0,4.0
1.0,2.0,0.37166666666666665,0.3333333333333333,24.375,1.0,1.0,4.0
1.0,5.0,0.14666666666666667,0.2857142857142857,39.6,1.0,1.0,2.0
1.0,2.0,0.38666666666666666,0.0,33.0,1.0,1.0,1.0
1.0,2.0,0.255,0.0,33.0,1.0,1.0,1.0
0.0,2.0,0.2866666666666667,0.0,33.0,1.0,1.0,1.0
0.0,2.0,0.095,0.0,33.0,1.0,1.0,1.0
0.0,2.0,0.03166666666666667,0.0,33.0,1.0,1.0,1.0
0.0,2.0,0.27666666666666667,0.3,18.428571428571427,1.0,1.0,4.0
1.0,4.0,0.279,0.38461538461538464,24.375,1.0,1.0,4.0
1.0,5.0,0.16333333333333333,0.38461538461538464,24.375,1.0,1.0,4.0
1.0,1.0,0.41000000000000003,0.0,17.727272727272727,1.0,1.0,1.0
0.0,1.0,0.19999999999999998,0.0,17.727272727272727,1.0,1.0,1.0
0.0,1.0,0.6775,0.0,17.727272727272727,1.0,1.0,1.0
0.0,1.0,0.18,0.0,17.727272727272727,1.0,1.0,1.0
0.0,1.0,0.675,0.1662621359223301,13.992721979621543,1.0,1.0,4.0
1.0,5.0,0.15416666666666667,0.375,26.066666666666666,1.0,1.0,4.0
1.0,2.0,0.37333333333333335,0.3181818181818182,26.066666666666666,1.0,1.0,4.0
1.0,1.0,0.4375,0.3333333333333333,9.275,1.0,1.0,4.0
1.0,1.0,0.5025,0.0,6.183333333333334,1.0,1.0,1.0
0.0,1.0,0.2125,0.0,6.183333333333334,1.0,1.0,1.0
0.0,1.0,0.42750000000000005,0.22727272727272727,4.070588235294117,1.0,1.0,4.0
1.0,5.0,0.21166666666666667,0.36363636363636365,28.0,1.0,1.0,4.0
1.0,3.0,0.30624999999999997,0.21428571428571427,17.818181818181817,1.0,1.0,2.0
1.0,2.0,0.2683333333333333,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.16166666666666668,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.4766666666666666,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.445,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.09000000000000001,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.81,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.39666666666666667,0.0,15.076923076923077,1.0,1.0,1.0
0.0,2.0,0.05666666666666667,0.30303030303030304,8.08695652173913,1.0,1.0,4.0
0.0,2.0,0.7183333333333333,0.23255813953488372,5.636363636363637,1.0,1.0,2.0
0.0,2.0,0.9716666666666667,0.3333333333333333,1.6627906976744187,1.0,1.0,4.0
0.0,1.0,0.8524999999999999,0.0,1.1085271317829457,1.0,1.0,1.0
1.0,1.0,0.58,0.3,27.857142857142858,1.0,1.0,4.0
1.0,1.0,0.855,0.34375,8.761904761904763,1.0,1.0,4.0
