timestamp,hands_done,training_samples,train_loss,val_loss,train_loss_q,train_loss_bluff,train_loss_str,train_loss_eq,hero_bb100,hands_per_sec,elapsed_sec
2026-07-13 21:02:06,1882,1882,11.683481,10.507045,9.834582,0.032238,0.025007,0.029228,10.03,42.26,44.54
2026-07-13 21:02:47,3747,3747,10.274862,9.817082,8.628318,0.033351,0.024782,0.018348,31.58,43.89,85.37
2026-07-13 21:03:27,5611,5611,11.264219,10.046631,9.781077,0.028945,0.022269,0.015864,27.06,44.90,124.96
2026-07-13 21:04:15,7458,7458,10.307931,10.778405,8.789647,0.033044,0.021294,0.015603,23.09,43.03,173.33
2026-07-13 21:05:01,9320,9320,9.621918,11.525608,8.231461,0.028195,0.020988,0.013780,39.68,42.46,219.50
2026-07-13 21:05:50,11201,11201,8.991264,12.757951,7.558968,0.035136,0.018686,0.013868,51.92,41.78,268.07
2026-07-13 21:07:12,11864,1864,10.949874,11.609815,9.217115,0.028631,0.022849,0.025162,61.77,37.36,49.89
2026-07-13 21:08:06,13736,3736,8.804276,9.859704,7.228625,0.033857,0.022015,0.015178,26.96,36.12,103.43
2026-07-13 21:09:20,15587,5587,8.322479,8.188922,6.969960,0.024779,0.018189,0.013892,36.89,31.44,177.68
2026-07-13 21:10:50,17444,7444,8.772653,7.349222,7.141590,0.038640,0.020630,0.021106,43.75,27.79,267.84
2026-07-13 21:12:20,19310,9310,9.223865,11.820960,7.712021,0.030342,0.021398,0.017767,23.31,26.07,357.16
2026-07-13 21:13:45,21177,11177,8.507701,6.518547,6.937734,0.037678,0.023160,0.015092,1.13,25.27,442.25
2026-07-13 21:15:17,23031,13031,7.236602,7.509253,5.881615,0.021618,0.018820,0.014857,-1.50,24.41,533.94
2026-07-13 21:16:48,24895,14895,7.631744,10.400068,6.058206,0.037036,0.022020,0.016634,3.34,23.80,625.89
2026-07-13 21:18:34,26772,16772,8.061626,8.773920,6.519444,0.028673,0.022755,0.019728,1.01,22.94,731.19
2026-07-13 21:20:19,28653,18653,9.294098,9.701546,7.654598,0.037741,0.022355,0.018069,-2.95,22.29,836.65
2026-07-13 21:22:07,30524,20524,7.135952,6.924440,5.638775,0.030234,0.019918,0.015055,-5.09,21.74,944.26
2026-07-13 21:23:46,32384,22384,6.987048,8.949806,5.371011,0.035637,0.021727,0.018724,-1.29,21.45,1043.74
2026-07-13 21:25:36,34248,24248,9.440947,9.702282,7.855486,0.029242,0.024950,0.015650,-7.03,21.02,1153.81
2026-07-13 21:27:13,36120,26120,7.907215,8.524289,6.311845,0.035639,0.021073,0.016426,-10.95,20.89,1250.48
2026-07-13 21:28:58,37999,27999,9.851394,10.593209,8.217283,0.032886,0.022676,0.020434,-19.66,20.66,1355.54
2026-07-13 21:30:38,39855,29855,8.339096,9.069424,6.789139,0.028761,0.022241,0.016217,-24.94,20.52,1455.18
2026-07-13 21:32:22,41726,31726,6.875813,7.292575,5.364087,0.031575,0.019150,0.015890,-28.29,20.34,1559.68
2026-07-13 21:33:58,43605,33605,6.997039,7.920931,5.448037,0.031578,0.022174,0.015903,-31.15,20.30,1655.45
2026-07-13 21:35:40,45466,35466,7.852641,5.953652,6.284661,0.033125,0.021388,0.016798,-34.38,20.19,1756.98
2026-07-13 21:37:30,47338,37338,8.242736,7.007291,6.679981,0.036378,0.021939,0.014224,-35.86,19.99,1867.74
2026-07-13 21:39:04,49211,39211,7.757899,7.085060,6.200502,0.034652,0.022206,0.014228,-36.29,19.99,1961.46
2026-07-13 21:40:50,51081,41081,6.869944,8.732868,5.441164,0.023344,0.019650,0.015398,-37.74,19.87,2067.69
2026-07-13 21:42:32,52933,42933,10.589093,11.749369,8.821374,0.038346,0.024108,0.017083,-36.14,19.79,2169.57
2026-07-13 21:44:12,54800,44800,9.075406,10.828602,7.538423,0.026580,0.021049,0.012895,-37.73,19.74,2269.91
