timestamp,hands_done,training_samples,train_loss,val_loss,hero_bb100,hands_per_sec,elapsed_sec
2026-07-11 22:48:51,101684,2419,2.039472,1.306627,-0.64,26.28,64.08
2026-07-11 22:49:55,103347,4805,2.009377,1.132494,82.69,26.19,127.81
2026-07-11 22:50:57,105000,7110,1.951755,0.855300,26.14,26.41,189.32
2026-07-11 22:52:00,106691,9444,1.271461,1.143308,31.29,26.49,252.56
2026-07-11 22:53:02,108339,11819,1.491877,0.975472,29.81,26.49,314.78
2026-07-11 22:54:02,110027,14074,1.132554,2.564196,41.75,26.76,374.66
2026-07-11 22:54:58,111721,16278,1.287798,0.579696,40.04,27.22,430.63
2026-07-11 22:56:00,113399,18719,2.597921,1.860540,54.96,27.21,492.42
2026-07-11 22:57:00,115069,21103,1.923437,1.280645,54.54,27.26,552.87
2026-07-11 22:58:01,116741,23528,1.173948,1.320833,59.53,27.27,613.81
2026-07-11 22:59:05,118436,26010,1.829279,2.559892,67.99,27.22,677.30
2026-07-11 23:00:05,120096,28415,1.559251,1.640232,73.32,27.23,737.91
2026-07-11 23:00:58,121741,30840,1.925193,1.303522,67.87,27.50,790.58
2026-07-11 23:01:50,123420,33181,1.328980,2.454084,71.94,27.78,842.95
2026-07-11 23:02:46,125111,35547,1.533215,0.738755,79.16,27.95,898.36
2026-07-11 23:03:44,126804,37928,2.444328,1.017980,87.14,28.02,956.70
2026-07-11 23:04:33,128461,40364,1.502547,0.951090,85.32,28.30,1005.73
2026-07-11 23:05:29,130147,42796,1.837600,1.732216,77.46,28.40,1061.41
2026-07-11 23:06:26,131800,45086,1.842377,0.924515,72.41,28.42,1118.79
2026-07-11 23:07:17,133463,47400,1.849652,1.286092,73.19,28.60,1170.15
2026-07-11 23:08:14,135137,49543,1.121794,0.893099,70.74,28.64,1226.73
2026-07-11 23:09:12,136797,51947,1.770895,1.770557,75.83,28.63,1285.27
2026-07-11 23:10:10,138479,54268,1.789956,1.281314,77.23,28.65,1343.18
2026-07-11 23:11:08,140141,56631,1.406915,0.919719,81.30,28.65,1401.15
2026-07-11 23:12:08,141818,59136,1.615517,2.444910,81.96,28.63,1460.75
2026-07-11 23:13:06,143474,61449,2.270551,2.410463,79.29,28.63,1518.72
2026-07-11 23:13:58,145166,63839,1.711359,2.039071,78.64,28.76,1570.34
2026-07-11 23:14:55,146849,66274,1.931591,1.526969,79.85,28.78,1627.97
2026-07-11 23:15:53,148513,68569,1.482038,2.325368,77.54,28.78,1685.66
2026-07-11 23:16:49,150195,70952,1.996658,1.496445,82.69,28.81,1742.08
2026-07-11 23:17:46,151867,73445,2.067884,1.422957,77.60,28.83,1799.10
2026-07-11 23:18:38,153565,75887,1.704151,0.626625,74.47,28.94,1850.63
2026-07-11 23:19:29,155215,78335,1.997279,2.712229,70.54,29.03,1902.21
2026-07-11 23:20:27,156893,80757,1.376032,1.239082,69.10,29.03,1959.64
2026-07-11 23:21:24,158572,83168,1.344596,0.849518,65.75,29.05,2016.48
2026-07-11 23:22:20,160199,85445,2.006726,1.554866,66.21,29.04,2072.67
2026-07-11 23:23:21,161873,87950,2.301062,2.345699,67.72,29.00,2133.59
2026-07-11 23:24:23,163565,90394,1.618582,3.438335,72.36,28.95,2195.77
2026-07-11 23:25:23,165273,92737,2.007597,0.659358,71.84,28.93,2255.94
2026-07-11 23:26:21,166946,95118,1.918908,2.650250,71.19,28.93,2314.15
2026-07-11 23:27:28,168578,97472,1.373295,1.570013,70.18,28.81,2380.30
2026-07-11 23:28:27,170233,99739,2.875553,3.352906,71.38,28.78,2440.26
2026-07-11 23:29:26,171896,102011,1.578775,0.344970,71.94,28.77,2498.85
2026-07-11 23:30:24,173580,104310,1.347469,1.281560,70.62,28.78,2556.50
2026-07-11 23:31:23,175265,106738,1.622777,1.469872,75.16,28.77,2616.26
2026-07-11 23:32:15,176940,109150,1.791553,1.531308,77.47,28.84,2668.02
2026-07-11 23:33:14,178614,111633,2.584224,2.010997,73.67,28.83,2726.65
2026-07-11 23:34:05,180309,114050,1.549149,1.052784,71.24,28.92,2777.40
2026-07-11 23:35:04,181986,116398,0.848661,0.560169,70.26,28.90,2837.10
2026-07-11 23:35:57,183649,118848,2.218333,0.985718,70.08,28.94,2890.12
2026-07-11 23:36:56,185337,121240,1.810287,2.230533,70.95,28.94,2949.17
2026-07-11 23:37:58,187017,123642,2.044915,1.025634,71.64,28.90,3010.48
2026-07-11 23:38:57,188709,126073,1.568852,2.416848,72.29,28.89,3070.08
2026-07-11 23:39:58,190392,128432,1.935603,1.293687,72.80,28.88,3130.29
2026-07-11 23:40:57,192086,130831,1.393214,1.412493,73.19,28.86,3190.27
2026-07-11 23:41:56,193740,133320,2.891125,1.740701,71.94,28.86,3248.43
2026-07-11 23:42:48,195406,135700,2.138902,1.905281,72.01,28.91,3300.58
2026-07-11 23:43:45,197078,138223,2.187990,1.251886,72.82,28.91,3358.23
2026-07-11 23:44:38,198771,140762,2.152013,1.822493,76.40,28.96,3410.35
2026-07-11 23:45:15,199810,142232,2.597055,1.328776,76.23,28.95,3447.50
2026-07-11 23:45:23,199968,142474,0.890511,1.091970,76.10,28.93,3455.33
2026-07-11 23:45:25,199995,142525,4.397037,0.571640,76.37,28.92,3458.18
2026-07-11 23:45:28,200001,142537,0.102111,0.050792,76.37,28.90,3460.32
