timestamp,hands_done,training_samples,train_loss,val_loss,hero_bb100,hands_per_sec,elapsed_sec
2026-07-12 20:01:56,1876,1876,21.835491,18.654792,8.05,63.09,29.74
2026-07-12 20:02:23,3755,3755,19.915506,18.688647,20.58,66.48,56.48
2026-07-12 20:02:50,5619,5619,17.515616,18.997104,30.12,67.20,83.61
2026-07-12 20:03:17,7472,7472,17.249526,17.636177,24.57,67.33,110.98
2026-07-12 20:03:47,9343,9343,19.534021,11.769279,24.36,66.49,140.52
2026-07-12 20:04:15,11206,11206,26.113656,22.804144,28.66,66.30,169.01
2026-07-12 20:04:46,13087,13087,21.287729,23.452342,31.51,65.36,200.23
2026-07-12 20:05:17,14974,14974,23.565465,30.881552,31.42,64.77,231.18
2026-07-12 20:05:50,16853,16853,18.161620,23.124432,30.06,63.95,263.53
2026-07-12 20:06:22,18717,18717,22.152623,22.246520,29.07,63.32,295.58
2026-07-12 20:06:55,20578,20578,17.026938,18.008755,23.80,62.60,328.74
2026-07-12 20:07:29,22431,22431,19.406957,15.290762,22.67,61.85,362.65
2026-07-12 20:08:04,24281,24281,11.357771,10.116456,18.59,61.00,398.04
2026-07-12 20:08:39,26145,26145,10.083500,8.558171,16.36,60.40,432.85
2026-07-12 20:09:13,27980,27980,13.881437,9.484942,17.97,59.86,467.40
2026-07-12 20:09:49,29851,29851,11.683876,6.805589,17.45,59.30,503.37
2026-07-12 20:10:26,31704,31704,5.260429,10.605396,15.85,58.67,540.38
2026-07-12 20:11:03,33547,33547,6.382038,11.163148,14.27,58.17,576.73
2026-07-12 20:11:40,35429,35429,9.563482,5.854995,13.06,57.70,614.02
2026-07-12 20:12:17,37307,37307,6.855266,7.478446,11.33,57.33,650.74
2026-07-12 20:12:53,39150,39150,8.138852,5.067868,9.75,56.95,687.39
2026-07-12 20:13:30,41009,41009,12.365357,6.895540,8.21,56.68,723.52
2026-07-12 20:14:08,42876,42876,9.292809,17.734327,7.27,56.30,761.59
2026-07-12 20:14:46,44740,44740,8.764229,4.849792,7.01,55.96,799.51
2026-07-12 20:15:29,46633,46633,12.360735,5.207816,6.56,55.35,842.50
2026-07-12 20:16:05,48496,48496,12.028057,8.321442,5.01,55.18,878.81
2026-07-12 20:16:41,50369,50369,16.954294,17.583912,5.81,55.05,914.89
2026-07-12 20:17:08,52171,52171,8.886187,18.558179,4.73,55.37,942.22
2026-07-12 20:17:37,54008,54008,40.573337,12.536219,8.00,55.65,970.49
2026-07-12 20:18:04,55850,55850,21.363173,18.683643,9.04,55.95,998.30
2026-07-12 20:18:35,57738,57738,19.154276,21.930983,6.39,56.11,1029.10
2026-07-12 20:19:03,59597,59597,11.184803,8.830593,6.02,56.37,1057.32
2026-07-12 20:19:32,61474,61474,15.963554,22.357031,5.49,56.61,1085.87
2026-07-12 20:20:01,63324,63324,9.589748,11.535198,4.89,56.82,1114.50
2026-07-12 20:20:30,65171,65171,21.019842,19.135468,3.80,56.98,1143.80
2026-07-12 20:20:58,67025,67025,10.903908,4.778529,3.26,57.19,1171.99
2026-07-12 20:21:29,68884,68884,13.213066,10.287934,2.88,57.28,1202.69
2026-07-12 20:21:57,70738,70738,17.893660,10.028169,2.16,57.49,1230.51
2026-07-12 20:22:25,72592,72592,12.878728,9.135472,0.81,57.67,1258.78
2026-07-12 20:22:53,74474,74474,14.579829,11.828805,1.51,57.88,1286.76
2026-07-12 20:23:21,76345,76345,16.847144,20.711586,1.00,58.07,1314.73
2026-07-12 20:23:48,78215,78215,17.193306,14.282084,0.83,58.27,1342.23
2026-07-12 20:24:18,80077,80077,10.349061,25.775696,0.62,58.37,1371.83
2026-07-12 20:24:45,81924,81924,8.657473,15.885686,0.10,58.56,1398.89
2026-07-12 20:25:13,83802,83802,24.515074,18.463458,-0.63,58.74,1426.75
2026-07-12 20:25:41,85631,85631,24.756327,17.101446,0.05,58.87,1454.65
2026-07-12 20:26:09,87460,87460,11.592615,25.936810,0.71,58.99,1482.50
2026-07-12 20:26:37,89320,89320,15.455512,14.286770,0.52,59.14,1510.43
2026-07-12 20:27:06,91162,91162,11.415225,10.046942,0.10,59.21,1539.75
2026-07-12 20:27:34,93050,93050,20.395116,20.149757,-0.30,59.34,1568.14
2026-07-12 20:28:02,94905,94905,9.162247,6.084629,-0.54,59.47,1595.90
2026-07-12 20:28:30,96786,96786,20.789455,26.018795,0.06,59.59,1624.10
2026-07-12 20:29:00,98659,98659,13.004079,10.803658,0.27,59.64,1654.18
2026-07-12 20:29:20,99924,99924,18.382788,21.757290,0.22,59.70,1673.75
2026-07-12 20:29:23,99994,99994,6.468931,39.051483,0.20,59.64,1676.73
2026-07-12 20:29:23,100002,100002,14.139057,0.354655,0.19,59.63,1677.09
